nro_siniestro_gw,año_mes_fecha_pago,segmento,cobertura_principal,monto_transaccion,ipc_x_fecha_de_pago,pago_ipc,usd_blue_fp,pago_usd,marca_vehiculo,modelo_vehiculo,provincia,tv
4-3199793,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),390000,1.42,555251,1201,324,TOYOTA,HILUX,SANTA CRUZ,Autos particulares
4-3198861,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),502287,1.42,715117,1201,418,TOYOTA,HILUX,SANTA CRUZ,Autos particulares
4-3207730,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),210190,1.42,299251,1201,175,CHEVROLET,CLASSIC,SANTA CRUZ,Autos particulares
4-3341286,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),358374,1.11,397669,1406,254,TOYOTA,HILUX,SANTA CRUZ,Autos particulares
4-3224036,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),571261,1.32,756418,1216,469,TOYOTA,RAV,SANTA CRUZ,Autos particulares
4-3226037,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),645105,1.32,854195,1216,530,TOYOTA,YARIS,SANTA CRUZ,Autos particulares
4-3235811,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),570000,1.32,754747,1216,468,VOLKSWAGEN,AMAROK,SANTA CRUZ,Autos particulares
4-3127889,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),337988,1.94,656977,1001,337,CHEVROLET,PICK-UP S-10,SANTA CRUZ,Autos particulares
4-3110175,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),480768,2.16,1037397,1081,444,FORD,ECO SPORT,SANTA CRUZ,Autos particulares
4-3111379,2024-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),232647,2.44,568473,1141,203,SHINERAY,T 30,TIERRA DEL FUEGO,Autos particulares
4-3149283,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),271000,1.71,464613,1119,242,VOLKSWAGEN,FOX,BUENOS AIRES,Autos particulares
4-3158808,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Camiones),30600,1.64,50165,1278,23,RANDON,RANDON,BUENOS AIRES,Camiones
4-3139228,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),254118,1.79,453865,1004,252,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3213134,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),436602,1.35,590895,1105,395,CHEVROLET,PICK-UP S-10,BUENOS AIRES,Autos particulares
4-3215003,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),826446,1.21,1002353,1263,653,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3185108,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),371074,1.51,561348,1340,276,RENAULT,OROCH,BUENOS AIRES,Autos particulares
4-3266397,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),661157,1.25,824181,1251,528,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3353068,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),180000,1.11,199736,1406,127,RENAULT,KANGOO,BUENOS AIRES,Autos particulares
4-3189923,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),439300,1.46,642275,1243,353,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3265539,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),433884,1.25,540869,1251,346,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3262206,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),721983,1.21,875655,1263,571,TOYOTA,COROLLA CROSS,BUENOS AIRES,Autos particulares
4-3300915,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),361983,1.13,410012,1329,272,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3229049,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Camiones),754226,1.35,1020765,1105,682,HERMANN,HERMANN,BUENOS AIRES,Camiones
4-3113101,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),517000,1.79,923383,1004,514,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3264994,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),149000,1.25,185739,1251,119,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3263762,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),401600,1.25,500625,1251,320,FORD,FOCUS,BUENOS AIRES,Autos particulares
4-3236291,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),950000,1.29,1228410,1212,783,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3342616,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),127603,1.11,141594,1406,90,FORD,KA,BUENOS AIRES,Autos particulares
4-3138070,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),425206,1.79,759436,1004,423,FIAT,PUNTO,BUENOS AIRES,Autos particulares
4-3223664,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),335219,1.32,443869,1216,275,RENAULT,DUSTER,BUENOS AIRES,Autos particulares
4-3254885,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),471074,1.32,623758,1216,387,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3258785,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),378512,1.25,471843,1251,302,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3112008,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),667200,2.16,1439676,1081,617,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3163204,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),448000,1.58,705995,1416,316,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3223728,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),154109,1.32,204058,1216,126,PEUGEOT,207,BUENOS AIRES,Autos particulares
4-3156461,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),328000,1.58,516889,1416,231,PEUGEOT,408,BUENOS AIRES,Autos particulares
4-3197059,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),413000,1.42,587996,1201,343,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3186008,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),2100008,1.46,3070303,1243,1689,PEUGEOT,3008,BUENOS AIRES,Autos particulares
4-3184880,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),739080,1.51,1118054,1340,551,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3185351,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),185000,1.46,270478,1243,148,VOLKSWAGEN,SURAN,BUENOS AIRES,Autos particulares
4-3228496,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),932137,1.32,1234259,1216,766,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3137782,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),275639,1.79,492302,1004,274,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3224936,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),370000,1.35,500756,1105,334,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3217843,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),289966,1.35,392439,1105,262,TOYOTA,COROLLA,BUENOS AIRES,Autos particulares
4-3328831,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),195327,1.11,216744,1406,138,PEUGEOT,207,BUENOS AIRES,Autos particulares
4-3190865,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),741735,1.46,1084449,1243,596,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3253757,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),411665,1.29,532310,1212,339,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3141478,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),146719,1.58,231213,1416,103,FIAT,SIENA,BUENOS AIRES,Autos particulares
4-3149360,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),181818,1.71,311716,1119,162,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3174011,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),413822,1.39,575209,1124,368,NISSAN,MARCH,BUENOS AIRES,Autos particulares
4-3206278,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),669421,1.42,953069,1201,557,PEUGEOT,307,BUENOS AIRES,Autos particulares
4-3231102,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),365000,1.32,483303,1216,299,CHEVROLET,AGILE,BUENOS AIRES,Autos particulares
4-3278245,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),353854,1.25,441105,1251,282,TOYOTA,YARIS,BUENOS AIRES,Autos particulares
4-3271523,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),157802,1.19,188559,1162,135,RENAULT,KANGOO,BUENOS AIRES,Autos particulares
4-3322308,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),573082,1.15,661297,1282,446,TOYOTA,SW4,BUENOS AIRES,Autos particulares
4-3343378,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),198347,1.11,220095,1406,140,PEUGEOT,206,BUENOS AIRES,Autos particulares
4-3240541,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),412500,1.29,533388,1212,340,CITROEN,C 4,BUENOS AIRES,Autos particulares
4-3110430,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),410000,1.94,796951,1001,409,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3159655,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),400000,1.64,655761,1278,312,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3199870,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),190082,1.42,270624,1201,158,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3194124,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),137845,1.46,201535,1243,110,PEUGEOT,206,BUENOS AIRES,Autos particulares
4-3225446,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),159900,1.35,216407,1105,144,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3220715,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),159845,1.35,216333,1105,144,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3274021,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),685445,1.21,831340,1263,542,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3305966,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),413921,1.18,486718,1181,350,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3308280,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),330578,1.18,388718,1181,279,VOLKSWAGEN,POLO,BUENOS AIRES,Autos particulares
4-3322739,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),340495,1.15,392908,1282,265,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3336727,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),173500,1.13,196520,1329,130,PEUGEOT,207,BUENOS AIRES,Autos particulares
4-3144780,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),320000,1.71,548621,1119,285,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3170696,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),555500,1.46,812165,1243,446,DS AUTOMOBILES,DS3,BUENOS AIRES,Autos particulares
4-3179923,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),154812,1.51,234194,1340,115,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3313927,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),140000,1.15,161550,1282,109,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3316257,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),123000,1.15,141933,1282,95,RENAULT,KWID,BUENOS AIRES,Autos particulares
4-3329817,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),142975,1.15,164983,1282,111,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3153659,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1040000,1.64,1704980,1278,813,CHRYSLER,JEEP RENEGADE,BUENOS AIRES,Autos particulares
4-3197935,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),390471,1.39,542751,1124,347,FORD,FOCUS,BUENOS AIRES,Autos particulares
4-3212922,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),670644,1.35,907646,1105,606,TOYOTA,SW4,BUENOS AIRES,Autos particulares
4-3236955,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),354545,1.32,469460,1216,291,CHEVROLET,SONIC,BUENOS AIRES,Autos particulares
4-3207808,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),371900,1.39,516938,1124,330,FORD,MAVERICK,BUENOS AIRES,Autos particulares
4-3299193,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),260330,1.18,306115,1181,220,CHEVROLET,ONIX,BUENOS AIRES,Autos particulares
4-3121924,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),328000,1.79,585821,1004,326,VOLKSWAGEN,FOX,BUENOS AIRES,Autos particulares
4-3260399,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1082000,1.25,1348793,1251,864,NISSAN,MARCH,BUENOS AIRES,Autos particulares
4-3267745,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),350000,1.25,436301,1251,279,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3290688,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),292409,1.19,349403,1162,251,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3350601,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),350000,1.11,388376,1406,248,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3120015,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),295561,1.94,574508,1001,295,CITROEN,XSARA,BUENOS AIRES,Autos particulares
4-3296715,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),842579,1.15,972276,1282,656,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3332576,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),714876,1.13,809727,1329,537,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3189234,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),710743,1.51,1075188,1340,530,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3301294,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),365000,1.18,429193,1181,308,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3248652,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),151938,1.29,196465,1212,125,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3330154,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),245202,1.13,277736,1329,184,VOLKSWAGEN,SAVEIRO,BUENOS AIRES,Autos particulares
4-3131355,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),195000,1.79,348278,1004,194,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3145314,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),312148,1.71,535160,1119,278,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3262186,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),358140,1.25,446448,1251,286,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3144331,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),595000,1.71,1020092,1119,531,CHEVROLET,SPIN,BUENOS AIRES,Autos particulares
4-3234339,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),282359,1.32,373877,1216,232,VOLKSWAGEN,SAVEIRO,BUENOS AIRES,Autos particulares
4-3228281,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),219038,1.35,296446,1105,198,VOLKSWAGEN,GOLF,BUENOS AIRES,Autos particulares
4-3169955,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),600000,1.58,945529,1416,423,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3257480,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),154462,1.25,192549,1251,123,VOLKSWAGEN,CADDY,BUENOS AIRES,Autos particulares
4-3207501,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),362809,1.39,504302,1124,322,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3105124,2024-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),407700,2.44,996212,1141,357,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3104977,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),180000,2.16,388401,1081,166,FORD,KA,BUENOS AIRES,Autos particulares
4-3139582,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),438131,1.71,751150,1119,391,CHEVROLET,PICK-UP S-10,BUENOS AIRES,Autos particulares
4-3162217,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),225000,1.58,354573,1416,158,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3194508,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),404958,1.46,592066,1243,325,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3264981,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),392066,1.25,488739,1251,313,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3263350,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),190000,1.25,236849,1251,151,RENAULT,LOGAN,BUENOS AIRES,Autos particulares
4-3305037,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),371900,1.18,437308,1181,314,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3104236,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),358280,2.16,773094,1081,331,RENAULT,DUSTER,BUENOS AIRES,Autos particulares
4-3149927,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),348517,1.64,571360,1278,272,VOLKSWAGEN,VENTO,BUENOS AIRES,Autos particulares
4-3247136,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),181322,1.25,226031,1251,144,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3147054,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),172775,1.71,296212,1119,154,RENAULT,CLIO,BUENOS AIRES,Autos particulares
4-3188790,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),201112,1.46,294035,1243,161,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3149771,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),127650,1.58,201161,1416,90,CHEVROLET,CLASSIC,BUENOS AIRES,Autos particulares
4-3338747,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),191012,1.13,216356,1329,143,VOLKSWAGEN,GOL,BUENOS AIRES,Autos particulares
4-3114156,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),2228925,2.16,4809550,1081,2061,FORD,F-150,BUENOS AIRES,Autos particulares
4-3204586,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),386776,1.42,550662,1201,322,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3126104,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),226000,1.94,439295,1001,225,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3295089,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),175000,1.19,209109,1162,150,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3327105,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),295666,1.13,334895,1329,222,RENAULT,MASTER,BUENOS AIRES,Autos particulares
4-3308024,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),662809,1.15,764835,1282,516,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3110004,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),472314,1.42,672443,1201,393,FORD,TRANSIT,BUENOS AIRES,Autos particulares
4-3255307,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),487603,1.29,630502,1212,402,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3209248,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),438970,1.39,610165,1124,390,CHEVROLET,CRUZE,BUENOS AIRES,Autos particulares
4-3249207,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),555000,1.32,734885,1216,456,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3157276,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),328389,1.58,517502,1416,231,CHEVROLET,PRISMA,BUENOS AIRES,Autos particulares
4-3176537,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),196000,1.51,296501,1340,146,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3247553,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),390082,1.29,504401,1212,321,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3126879,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),669785,1.79,1196264,1004,666,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3249407,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1570247,1.29,2030430,1212,1294,FORD,F-150,BUENOS AIRES,Autos particulares
4-3116628,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1194890,1.94,2322607,1001,1192,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3129852,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),245000,1.94,476227,1001,244,FIAT,FIORINO,BUENOS AIRES,Autos particulares
4-3128443,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),159322,1.94,309688,1001,159,RENAULT,KANGOO,BUENOS AIRES,Autos particulares
4-3144832,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),338842,1.71,580926,1119,302,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3212569,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1000479,1.42,1424403,1201,833,NISSAN,PICK-UP,BUENOS AIRES,Autos particulares
4-3252078,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1150000,1.29,1487023,1212,948,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3275986,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Transporte público),260330,1.21,315741,1263,205,FIAT,SIENA,BUENOS AIRES,Transporte público
4-3186645,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),403471,1.46,589892,1243,324,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3273381,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),799000,1.21,969064,1263,632,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3121083,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),590008,1.94,1146848,1001,589,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3100752,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),400000,2.16,863115,1081,369,CHEVROLET,PICK-UP S-10,BUENOS AIRES,Autos particulares
4-3329255,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),242975,1.13,275213,1329,182,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3208088,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),604132,1.39,839739,1124,537,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3178811,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),605785,1.32,802131,1216,497,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
